elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00000190	WBGene00156938_WBGene00142370_WBGene00164232_WBGene00151621_WBGene00192053	WBGene00028284	WBGene00062463_WBGene00061329_WBGene00164978	WBGene00121368_WBGene00124832	arf-1.1	F45E4.1	other	255	197	4
WBGene00000192	WBGene00157727	WBGene00040259	WBGene00071675_WBGene00071674	WBGene00211374	arl-8	Y57G11C.13	other	634	95	4
WBGene00000193	WBGene00164364	WBGene00037478	WBGene00061700	WBGene00135373_WBGene00208962	arl-6	C38D4.8	neuronal	1225	933	4
WBGene00000195	WBGene00149199	WBGene00029948	WBGene00060199	WBGene00121774	arr-1	F53H8.2	HSN	1924	1922	4
WBGene00000196	WBGene00163228_WBGene00153633	WBGene00025856	WBGene00053571	WBGene00123665_WBGene00180411	aars-1	W02B12.6	other	870	1310	4
WBGene00000197	WBGene00157610_WBGene00161537	WBGene00033089	WBGene00062366	WBGene00208136_WBGene00209333	aars-2	F28H1.3	other	3666	273	4
WBGene00000198	WBGene00163814_WBGene00191517	WBGene00032359	WBGene00054224	WBGene00135278	art-1	C15F1.6	other	477	432	4
WBGene00000199	WBGene00140596	WBGene00026942	WBGene00057132	WBGene00125267	arx-1	Y71F9AL.16	other	1615	6822	4
WBGene00000200	WBGene00164709	WBGene00031147	WBGene00059134	WBGene00130542	arx-2	K07C5.1	other	1149	1387	4
WBGene00000201	WBGene00161191	WBGene00037640_WBGene00037641	WBGene00083514	WBGene00132803	arx-3	Y79H2A.6	other	388	4655	4
WBGene00000202	WBGene00153454	WBGene00270326	WBGene00064880_WBGene00083974_WBGene00085033	WBGene00122514_WBGene00219193	exos-4.2	Y6D11A.1	other	111	237	4
WBGene00000203	WBGene00159691_WBGene00154402	WBGene00035891_WBGene00035246	WBGene00055308	WBGene00134751	arx-5	Y37D8A.1	other	561	619	4
WBGene00000204	WBGene00159471	WBGene00037451	WBGene00061677	WBGene00124754	arx-6	C35D10.16	other	351	230	4
WBGene00000205	WBGene00162674_WBGene00159291	WBGene00026926	WBGene00057109	WBGene00207688	arx-7	M01B12.3	other	832	186	4
WBGene00000206	WBGene00151638_WBGene00149559	WBGene00037528	WBGene00061745	WBGene00183005	asb-1	F35G12.10	other	312	253	4
WBGene00000207	WBGene00190433	WBGene00034954	WBGene00051829	WBGene00132411	asb-2	F02E8.1	other	769	530	4
WBGene00000208	WBGene00144401	WBGene00039813	WBGene00054479	WBGene00125913	asc-1	Y53F4B.15	other	118	8162	4
WBGene00000209	WBGene00148177_WBGene00153624	WBGene00033303	WBGene00060029	WBGene00214938	asg-1	K07A12.3	other	325	47	4
WBGene00000210	WBGene00162958	WBGene00032153	WBGene00051425	WBGene00121723	asg-2	C53B7.4	other	643	367	4
WBGene00000211	WBGene00146720_WBGene00159034	WBGene00032346	WBGene00054205_WBGene00054208	WBGene00137673	asm-1	B0252.2	other	2326	798	4
WBGene00000212	WBGene00190086	WBGene00037012	WBGene00058305	WBGene00133303	asm-2	ZK455.4	other	265	1240	4
WBGene00000213	WBGene00161468_WBGene00191738	WBGene00024820	WBGene00059486	WBGene00130964	asm-3	W03G1.7	other	912	1684	4
WBGene00000214	WBGene00156488	WBGene00039339	WBGene00063407	WBGene00125298	asp-1	Y39B6A.20	other	9427	0	4
WBGene00000215	WBGene00192801_WBGene00191252	WBGene00038484	WBGene00068646_WBGene00079783_WBGene00068645_WBGene00074700	WBGene00129826	asp-2	T18H9.2	other	4091	277	4
WBGene00000216	WBGene00142600	WBGene00032145	WBGene00051436	WBGene00127389	asp-3	H22K11.1	other	1612	184	4
WBGene00000217	WBGene00161857	WBGene00027753	WBGene00058758	WBGene00132024	asp-4	R12H7.2	other	1492	1018	4
WBGene00000218	WBGene00161291_WBGene00192420	WBGene00032440	WBGene00053048_WBGene00067363	WBGene00134937	asp-5	F21F8.3	other	328	420	4
WBGene00000219	WBGene00151134_WBGene00192900	WBGene00032442	WBGene00053047	WBGene00123840_WBGene00216477_WBGene00210766	asp-6	F21F8.7	other	318	152	4
WBGene00000220	WBGene00152434_WBGene00144884_WBGene00194524_WBGene00140645_WBGene00141190	WBGene00026072	WBGene00053325_WBGene00061191_WBGene00058817	WBGene00124873_WBGene00127208_WBGene00129859	atf-2	K08F8.2	other	4751	547	4
WBGene00000221	WBGene00164338	WBGene00029586	WBGene00058559		atf-5	T04C10.4	other	122	931	3
WBGene00000222	WBGene00152571	WBGene00023594	WBGene00051138	WBGene00136108	atf-6	F45E6.2	other	3506	1555	4
WBGene00000223	WBGene00151006	WBGene00037549	WBGene00061768	WBGene00133518	atf-7	C07G2.2	neuronal	424	4828	4
WBGene00000224	WBGene00154309	WBGene00023839	WBGene00067807_WBGene00061500_WBGene00061502_WBGene00083795	WBGene00131917	atgp-1	F26D10.9	GABAergic	2416	833	4
WBGene00000225	WBGene00146975	WBGene00032258	WBGene00062218	WBGene00138449	atgp-2	C38C6.2	other	3250	1432	4
WBGene00000226	WBGene00153628	WBGene00038570	WBGene00066856_WBGene00082309	WBGene00124463_WBGene00120166	atl-1	T06E4.3	other	119	2950	4
WBGene00000227	WBGene00194249_WBGene00159327_WBGene00141226_WBGene00142003_WBGene00152145	WBGene00040661	WBGene00070501	WBGene00129139	atm-1	Y48G1BL.2	other	603	17440	4
WBGene00000228	WBGene00162164_WBGene00192542_WBGene00152862	WBGene00041850	WBGene00052545	WBGene00127550_WBGene00218637	atn-1	W04D2.1	other	4882	2784	4
WBGene00000229	WBGene00190940	WBGene00040018	WBGene00069185	WBGene00135466	atp-2	C34E10.6	neuronal	543	191	4
WBGene00000230	WBGene00148410	WBGene00033275	WBGene00060059	WBGene00127899_WBGene00211433	atp-3	F27C1.7	other	357	308	4
WBGene00000231	WBGene00153632	WBGene00037813	WBGene00055762	WBGene00132044_WBGene00216576	atx-2	D2045.1	other	837	2875	4
WBGene00000232	WBGene00194971_WBGene00157177	WBGene00026681	WBGene00057161	WBGene00210707	avr-14	B0207.12	neuronal	8457	3823	4
WBGene00000233	WBGene00157438_WBGene00157177_WBGene00139250_WBGene00151278_WBGene00139571	WBGene00028929	WBGene00055316_WBGene00055768_WBGene00081417_WBGene00052811	WBGene00119924_WBGene00129121_WBGene00121244	avr-15	R11G10.1	RIA	279	10236	4
WBGene00000235	WBGene00153304	WBGene00031563	WBGene00055096	WBGene00119511	baf-1	B0464.7	other	291	55	4
WBGene00000236	WBGene00144542_WBGene00145964	WBGene00033572	WBGene00066728	WBGene00119878_WBGene00207880	bag-1	F57B10.11	other	299	106	4
WBGene00000237	WBGene00190331_WBGene00190214	WBGene00026931	WBGene00057118	WBGene00124676_WBGene00217814	bam-2	Y71F9AR.1	SDQ.ALN.PLN	23663	4869	4
WBGene00000238	WBGene00193539	WBGene00032205	WBGene00051372	WBGene00123044	bar-1	C54D1.6	GABAergic	7024	2029	4
WBGene00000239	WBGene00191203	WBGene00030647	WBGene00055636	WBGene00134372_WBGene00208948	bas-1	C05D2.4	DA	1942	743	4
WBGene00000240	WBGene00145878_WBGene00146898	WBGene00026084	WBGene00053308	WBGene00133971	pah-1	K08F8.4	other	262	2668	4
WBGene00000241	WBGene00164616	WBGene00030482	WBGene00060871	WBGene00127448_WBGene00129707	bbs-1	Y105E8A.5	neuronal	2367	2965	4
WBGene00000242	WBGene00192844	WBGene00037270	WBGene00059374_WBGene00075971	WBGene00134561	bbs-2	F20D12.3	neuronal	352	1387	4
WBGene00000244	WBGene00144696_WBGene00185103	WBGene00038300	WBGene00052221	WBGene00210438_WBGene00212597_WBGene00121160	bbs-8	T25F10.5	neuronal	542	887	4
WBGene00000245	WBGene00155830	WBGene00035244	WBGene00051552	WBGene00135920	bca-1	T13C5.5	other	436	1787	4
WBGene00000246	WBGene00156384	WBGene00028349	WBGene00062523_WBGene00074029	WBGene00122120_WBGene00207996	bcc-1	M7.3	other	1294	3198	4
WBGene00000247	WBGene00141430	WBGene00039024	WBGene00063970_WBGene00074784	WBGene00124410_WBGene00218593	bec-1	T19E7.3	other	3107	1950	4
WBGene00000248	WBGene00161941	WBGene00031283_WBGene00036174_WBGene00036628_WBGene00037763_WBGene00039237	WBGene00054827	WBGene00126334	ben-1	C54C6.2	neuronal	4146	1933	4
WBGene00000249	WBGene00150983_WBGene00141495	WBGene00041676	WBGene00082404_WBGene00082406_WBGene00052327		bir-1	T27F2.3	other	7471	44	3
WBGene00000250		WBGene00032644	WBGene00052825		bir-2	C50B8.2	other	195	137	2
WBGene00000251	WBGene00139610_WBGene00271760	WBGene00025971	WBGene00053442		bli-1	C09G5.6	other	727	187	3
WBGene00000252	WBGene00162941_WBGene00160038	WBGene00025511	WBGene00057317	WBGene00119872	bli-2	F59E12.12	other	903	47	4
WBGene00000253	WBGene00162854_WBGene00159126	WBGene00027637	WBGene00070507	WBGene00126923	bli-3	F56C11.1	other	5352	3703	4
WBGene00000254	WBGene00149997_WBGene00155888	WBGene00000307	WBGene00064328_WBGene00060890	WBGene00123364_WBGene00136111_WBGene00177415_WBGene00208676	bli-4	K04F10.4	neuronal	76	7543	4
WBGene00000255	WBGene00160955	WBGene00040059	WBGene00061931	WBGene00209417_WBGene00215731	bli-5	F45G2.5	other	748	1382	4
WBGene00000256		WBGene00027906	WBGene00074512_WBGene00066113	WBGene00130301	bli-6	Y73B6BL.34	other	583	108	3
WBGene00000257	WBGene00148831	WBGene00032904	WBGene00054082	WBGene00125622_WBGene00212299	bmk-1	F23B12.8	neuronal	96	634	4
WBGene00000259	WBGene00195080_WBGene00155518	WBGene00025634	WBGene00054041	WBGene00127292_WBGene00137999	bpl-1	F13H8.10	other	259	1648	4
WBGene00000262	WBGene00160400	WBGene00029467	WBGene00065281_WBGene00055463	WBGene00138466_WBGene00136096	bra-1	F54B11.6	neuronal	2402	369	4
WBGene00000263	WBGene00154332	WBGene00035495	WBGene00064886	WBGene00176186		F23H11.5	other	679	173	4
WBGene00000264	WBGene00139930	WBGene00026444	WBGene00061565	WBGene00121216_WBGene00209332_WBGene00214536	brc-1	C36A4.8	other	1077	7882	4
WBGene00000265	WBGene00164603	WBGene00037674	WBGene00061644	WBGene00175735_WBGene00136359	brd-1	K04C2.4	other	253	2112	4
WBGene00000266	WBGene00152196_WBGene00145413_WBGene00152629_WBGene00155452	WBGene00040436	WBGene00063875_WBGene00080122_WBGene00084107	WBGene00130469	bre-1	C53B4.7	other	500	1192	4
WBGene00000267	WBGene00145567_WBGene00147310	WBGene00041432_WBGene00041433	WBGene00061845	WBGene00208044_WBGene00182479	bre-2	Y39E4B.9	other	3758	4323	4
WBGene00000268	WBGene00157495	WBGene00031561	WBGene00055094	WBGene00215128_WBGene00130227	bre-3	B0464.4	other	12104	13411	4
WBGene00000269	WBGene00147611_WBGene00150723	WBGene00040787	WBGene00060484_WBGene00053577	WBGene00119817_WBGene00121420	bre-4	Y73E7A.7	other	52	5701	4
WBGene00000270	WBGene00156494_WBGene00184952	WBGene00028523	WBGene00066316	WBGene00127052	bre-5	T12G3.8	other	287	296	4
WBGene00000271	WBGene00143129	WBGene00033945	WBGene00054314	WBGene00131755	brf-1	F45E12.2	other	110	317	4
WBGene00000272	WBGene00145783_WBGene00140862	WBGene00042010	WBGene00071037	WBGene00136964	bro-1	F56A3.5	other	750	1173	4
WBGene00000273	WBGene00142403	WBGene00037645	WBGene00062987	WBGene00119242	brp-1	Y79H2A.1	other	17601	2961	4
WBGene00000274	WBGene00162672	WBGene00025797	WBGene00053636	WBGene00135856_WBGene00218975	btf-1	F15D4.1	other	567	10313	4
WBGene00000275	WBGene00152578_WBGene00143886_WBGene00192327	WBGene00031436_WBGene00033080_WBGene00040583	WBGene00071833	WBGene00119626	bub-1	R06C7.8	other	524	221	4
WBGene00000276	WBGene00150518	WBGene00036401	WBGene00061635	WBGene00138060_WBGene00213599	byn-1	F57B9.5	other	51	858	4
WBGene00000277	WBGene00142556	WBGene00036230	WBGene00063272	WBGene00131741	cab-1	C23H4.1	neuronal	7199	11263	4
WBGene00000279	WBGene00145525	WBGene00041439	WBGene00061858	WBGene00131726_WBGene00208197	cah-1	F54D8.4	neuronal	17701	1172	4
WBGene00000280	WBGene00159754	WBGene00033874	WBGene00054363	WBGene00127880_WBGene00214897_WBGene00212732_WBGene00213790	cah-2	D1022.8	GABAergic	5150	1161	4
WBGene00000281	WBGene00145682	WBGene00036319	WBGene00063236	WBGene00123120	cah-3	K05G3.3	neuronal	12714	837	4
WBGene00000282	WBGene00140474	WBGene00029482	WBGene00065269	WBGene00125038	cah-4	R01E6.3	neuronal	4583	878	4
WBGene00000283	WBGene00139058	WBGene00032185	WBGene00051394	WBGene00127841_WBGene00207795_WBGene00210467	cah-5	R173.1	neuronal	14514	2827	4
WBGene00000284	WBGene00193333_WBGene00193776	WBGene00033006	WBGene00056490	WBGene00130356	cah-6	T28F2.3	neuronal	4383	300	4
WBGene00000285	WBGene00192775	WBGene00041861	WBGene00052559	WBGene00127657	cal-1	C13C12.1	neuronal	6441	1535	4
WBGene00000286	WBGene00150331	WBGene00026122	WBGene00053266	WBGene00124182	cal-2	C18E9.1	SDQ.ALN.PLN	3476	100	4
WBGene00000287	WBGene00150751	WBGene00032016	WBGene00068395	WBGene00178478_WBGene00213199	cal-3	M02B7.6	neuronal	425	4686	4
WBGene00000288	WBGene00164211_WBGene00150004	WBGene00030154	WBGene00059184_WBGene00073193	WBGene00120998	cal-4	T07G12.1	neuronal	1155	6833	4
WBGene00000289	WBGene00147480	WBGene00039259	WBGene00062263	WBGene00133063	cam-1	C01G6.8	HSN	7249	11027	4
WBGene00000292	WBGene00146793_WBGene00192347	WBGene00028193	WBGene00068684	WBGene00126989	cap-1	D2024.6	neuronal	1012	671	4
WBGene00000293	WBGene00158527	WBGene00025947	WBGene00053478	WBGene00123053	cap-2	M106.5	other	516	372	4
WBGene00000294	WBGene00152266	WBGene00036255	WBGene00077242	WBGene00125925	cas-1	F41G4.2	other	2606	2206	4
WBGene00000295	WBGene00150053	WBGene00035143	WBGene00051633	WBGene00135076	cat-1	W01C8.6	DA	3693	2993	4
WBGene00000296	WBGene00164514	WBGene00029201	WBGene00073144	WBGene00134020	cat-2	B0432.5	DA	2636	1459	4
WBGene00000298	WBGene00149063_WBGene00192827	WBGene00031200	WBGene00065041	WBGene00136312	cat-4	F32G8.6	DA	2763	672	4
WBGene00000301	WBGene00157307_WBGene00138994	WBGene00035367	WBGene00070312_WBGene00075205	WBGene00120343	cav-1	T13F2.8	other	2072	125	4
WBGene00000302		WBGene00028919	WBGene00052820	WBGene00127033	cav-2	C56A3.7	other	751	1586	3
WBGene00000366	WBGene00158587	WBGene00031464	WBGene00055028	WBGene00124273	cbp-1	R10E11.1	neuronal	4554	1185	4
WBGene00000367	WBGene00147845	WBGene00036666	WBGene00051243	WBGene00124735	cca-1	C54D2.5	DA	14579	21859	4
WBGene00000368	WBGene00161481_WBGene00154147_WBGene00152770	WBGene00033003	WBGene00056483_WBGene00057144	WBGene00134511_WBGene00209448_WBGene00119496	ccb-1	T28F2.5	neuronal	4348	3343	4
WBGene00000369	WBGene00157136	WBGene00034094_WBGene00034099	WBGene00063003	WBGene00136001	ccf-1	Y56A3A.20	other	495	99	4
WBGene00000370	WBGene00150699	WBGene00034448	WBGene00069437_WBGene00073416	WBGene00138225	ccg-1	Y73F8A.6	other	14139	4579	4
WBGene00000371	WBGene00146490_WBGene00151480	WBGene00026579	WBGene00079900	WBGene00124681	cox-5B	F26E4.9	other	144	498	4
WBGene00000372	WBGene00162595_WBGene00191122	WBGene00024322_WBGene00024327_WBGene00024351_WBGene00024561	WBGene00067223	WBGene00131554_WBGene00128819_WBGene00213308	cyp-13A7	T10B9.10	other	898	271	4
WBGene00000373	WBGene00191333_WBGene00193845	WBGene00027768_WBGene00024587_WBGene00027763_WBGene00027767_WBGene00027769	WBGene00058744_WBGene00083746_WBGene00066239	WBGene00138547	cyp-14A5	F08F3.7	other	4895	704	4
WBGene00000375	WBGene00151937_WBGene00164646	WBGene00025477	WBGene00057345	WBGene00127787	cyp-44A1	ZK177.5	other	138	381	4
WBGene00000376	WBGene00153669_WBGene00158204	WBGene00026199	WBGene00071921	WBGene00134103	ccr-4	ZC518.3	other	861	5707	4
WBGene00000377	WBGene00155972	WBGene00024067	WBGene00053811	WBGene00130285	cct-1	T05C12.7	Touch.receptor	422	291	4
WBGene00000378	WBGene00144180_WBGene00157701	WBGene00026114	WBGene00053274	WBGene00119920	cct-2	T21B10.7	Touch.receptor	1066	149	4
WBGene00000379	WBGene00143758	WBGene00024034	WBGene00053851	WBGene00128814_WBGene00119772	cct-4	K01C8.10	Touch.receptor	459	191	4
WBGene00000380	WBGene00157961	WBGene00037548	WBGene00061767	WBGene00123838	cct-5	C07G2.3	Touch.receptor	770	6989	4
WBGene00000381	WBGene00145029	WBGene00030739	WBGene00055574	WBGene00122777_WBGene00177341_WBGene00213534	cct-6	F01F1.8	Touch.receptor	335	246	4
WBGene00000382	WBGene00139840	WBGene00033172	WBGene00062395	WBGene00136949	cdc-6	C43E11.10	other	409	464	4
WBGene00000383	WBGene00159319_WBGene00147663	WBGene00025499_WBGene00025501	WBGene00057326	WBGene00123881	cdc-14	C17G10.4	other	104	974	4
WBGene00000386	WBGene00163227	WBGene00033554	WBGene00068985	WBGene00126005	cdc-25.1	K06A5.7	other	1304	276	4
WBGene00000387	WBGene00148022_WBGene00156815_WBGene00159392	WBGene00028843	WBGene00062070	WBGene00136967	cdc-25.2	F16B4.8	other	10626	15981	4
WBGene00000388	WBGene00148022	WBGene00030028	WBGene00060310	WBGene00136967	cdc-25.3	ZK637.11	other	2214	441	4
WBGene00000389	WBGene00143609_WBGene00163152	WBGene00024207	WBGene00070576	WBGene00120985	cdc-25.4	R05H5.2	other	3123	259	4
WBGene00000390	WBGene00145349_WBGene00193211	WBGene00033857	WBGene00054399	WBGene00127013	cdc-42	R07G3.1	other	2022	448	4
WBGene00000391	WBGene00160088	WBGene00041210	WBGene00058795_WBGene00056997	WBGene00119243	cdd-1	C47D2.2	other	4254	1499	4
WBGene00000392	WBGene00193558_WBGene00191424	WBGene00028264	WBGene00071952	WBGene00128107	cdd-2	F49E8.4	other	523	141	4
WBGene00000393	WBGene00148493	WBGene00027624	WBGene00051488	WBGene00131338	cdf-1	C15B12.7	neuronal	2345	2553	4
WBGene00000395	WBGene00139592_WBGene00194150	WBGene00023547	WBGene00064097_WBGene00055320	WBGene00119227_WBGene00135127	cdh-3	ZK112.7	HSN	4281	2968	4
WBGene00000396	WBGene00151132_WBGene00139592	WBGene00037547	WBGene00061766_WBGene00055320	WBGene00127762_WBGene00135127	cdh-4	F25F2.2	GABAergic	8296	3216	4
WBGene00000397	WBGene00190652_WBGene00192621	WBGene00042583	WBGene00068426_WBGene00074631	WBGene00120336	cdh-5	F08B4.2	neuronal	10957	2719	4
WBGene00000399	WBGene00163638_WBGene00192922	WBGene00032243	WBGene00062201_WBGene00055323	WBGene00130497_WBGene00216657	cdh-7	R05H10.6	neuronal	3322	3253	4
WBGene00000401	WBGene00144323	WBGene00036312_WBGene00036338	WBGene00063229	WBGene00132608	cdh-9	F59C12.1	neuronal	7615	4801	4
WBGene00000402	WBGene00148388	WBGene00041052	WBGene00068362_WBGene00077211	WBGene00179353	cdh-10	C45G7.5	neuronal	1090	19707	4
WBGene00000403	WBGene00191959_WBGene00159198	WBGene00025582	WBGene00053987	WBGene00134895	casy-1	B0034.3	ASE	5032	7743	4
WBGene00000405	WBGene00154909_WBGene00160309	WBGene00031495	WBGene00055036_WBGene00056434	WBGene00125334_WBGene00134019	cdk-1	T05G5.3	other	280	196	4
WBGene00000406	WBGene00150886_WBGene00147171	WBGene00029488	WBGene00065262	WBGene00135737	cdk-4	F18H3.5	other	758	1507	4
WBGene00000407	WBGene00158027_WBGene00157885	WBGene00040045	WBGene00070630_WBGene00051769	WBGene00136132_WBGene00135026	cdk-5	T27E9.3	other	282	578	4
WBGene00000408	WBGene00156894_WBGene00193279	WBGene00026646	WBGene00057218	WBGene00131039	cdk-7	Y39G10AL.3	other	1204	8333	4
WBGene00000409	WBGene00142205	WBGene00033308	WBGene00060024	WBGene00120161	cdk-8	F39H11.3	other	590	1350	4
WBGene00000410	WBGene00146674	WBGene00039400	WBGene00056026	WBGene00135522	cdk-9	H25P06.2	other	421	7966	4
WBGene00000411	WBGene00164434	WBGene00025959	WBGene00053460	WBGene00126278	cdl-1	R06F6.1	other	1506	221	4
WBGene00000412	WBGene00155536_WBGene00154888	WBGene00041310_WBGene00041308	WBGene00080919_WBGene00067591_WBGene00067586_WBGene00080798		cdr-1	F35E8.11	other	1002	564	3
WBGene00000413	WBGene00190580	WBGene00035345	WBGene00056416	WBGene00132579	cdt-1	Y54E10A.15	other	1463	2294	4
WBGene00000414	WBGene00156783	WBGene00037612_WBGene00034571	WBGene00062965	WBGene00132792_WBGene00215829	cec-1	ZK1236.2	other	3689	1011	4
WBGene00000415	WBGene00157196_WBGene00156922	WBGene00035967_WBGene00087673	WBGene00055940_WBGene00071008_WBGene00071009_WBGene00074569	WBGene00119668	ced-1	Y47H9C.4	other	9703	12615	4
WBGene00000416	WBGene00145203	WBGene00034318	WBGene00064588	WBGene00129071_WBGene00215860	ced-2	Y41D4B.13	other	1495	3210	4
WBGene00000417	WBGene00143677_WBGene00152435	WBGene00024999	WBGene00062743_WBGene00076142	WBGene00129165	ced-3	C48D1.2	other	3401	3325	4
WBGene00000418	WBGene00150202_WBGene00152067_WBGene00141937_WBGene00191120	WBGene00037464	WBGene00061689_WBGene00082247	WBGene00180488	ced-4	C35D10.9	neuronal	414	915	4
WBGene00000419	WBGene00139642_WBGene00158152	WBGene00030152	WBGene00059181_WBGene00074085_WBGene00075058	WBGene00127479_WBGene00212097	ced-5	C02F4.1	other	469	3160	4
WBGene00000420	WBGene00156747	WBGene00030653	WBGene00055641	WBGene00120172	ced-6	F56D2.7	other	985	602	4
WBGene00000421	WBGene00143974	WBGene00031527_WBGene00031585_WBGene00033921_WBGene00039310	WBGene00055067	WBGene00130773_WBGene00216586_WBGene00132218_WBGene00124401_WBGene00213187	ced-7	C48B4.4	SDQ.ALN.PLN	128	3998	4
WBGene00000422	WBGene00144592	WBGene00041249	WBGene00065497	WBGene00130737	ced-8	F08F1.5	other	614	1333	4
WBGene00000423	WBGene00219366	WBGene00042676	WBGene00055737	WBGene00135422	ced-9	T07C4.8	other	333	1066	4
WBGene00000424	WBGene00162017_WBGene00191357_WBGene00162244	WBGene00035383	WBGene00075387_WBGene00058267	WBGene00119449_WBGene00122168_WBGene00132141_WBGene00133086_WBGene00211936	ced-10	C09G12.8	RIA	552	1539	4
WBGene00000425	WBGene00159603	WBGene00029124	WBGene00055164	WBGene00127690_WBGene00208944_WBGene00207053	ced-11	ZK512.3	neuronal	1194	1237	4
WBGene00000426	WBGene00162186	WBGene00033199	WBGene00062430	WBGene00120055	ced-12	Y106G6E.5	other	216	1804	4
WBGene00000428	WBGene00155430_WBGene00145002_WBGene00153684_WBGene00157809	WBGene00034981	WBGene00051801_WBGene00074932_WBGene00052053_WBGene00052054	WBGene00126362_WBGene00133856_WBGene00126933_WBGene00132521	ceh-1	F16H11.4	other	2277	148	4
WBGene00000429	WBGene00192367_WBGene00192126	WBGene00039275	WBGene00056315	WBGene00138481	ceh-2	C27A12.5	neuronal	3397	2808	4
WBGene00000430	WBGene00147347_WBGene00157702_WBGene00139741_WBGene00147734_WBGene00191170_WBGene00161040	WBGene00026594	WBGene00079954_WBGene00060259_WBGene00060980_WBGene00058780_WBGene00052330	WBGene00136029_WBGene00125752	ceh-5	C16C2.1	other	934	266	4
